;loss_train;loss_val;metric_train;metric_val
0;0.23472701830556617;-0.31621722380320233;0.7363343970105052;0.729506343644222
1;0.1889160292155187;-0.3161846925230587;0.7437729700142518;0.7291536213106512
2;0.30395892876355596;-0.31617879166322593;0.7262897500007723;0.7266771638955392
3;0.3206158341606109;-0.3161934000604293;0.7240885463636368;0.7236347286836426
4;0.3243487531839249;-0.3162366899789548;0.7237448008110126;0.7179005361543329
5;0.39024531516401717;-0.3162919452377394;0.7140999253940148;0.7118245558356684
6;0.3807082619215362;-0.31636470848438786;0.7158303770702332;0.7057915030996881
7;0.43965946781060966;-0.3164258745371127;0.7072740904707462;0.6986934218153942
8;0.43266123278895974;-0.31647905123000053;0.7086391964942838;0.6916919079627476
9;0.4331274234821709;-0.3165212933923684;0.7088727330742404;0.685584948489479
10;0.49022200860529364;-0.31655869472260567;0.7007195053839436;0.6798696302827082
11;0.579597747483446;-0.3165854455209246;0.6878836115884284;0.6762865632772446
12;0.5847701687683973;-0.31658824986102535;0.6874417674890719;0.6725750645878268
13;0.5778594756669675;-0.3165959295104532;0.6887563660523544;0.6703541462912279
14;0.6492267996422015;-0.3166154389287911;0.6786672694981098;0.6689216017942218
15;0.643996326099926;-0.31661733459023866;0.679809566984574;0.6676377643118886
16;0.6719164959744861;-0.31661201166171654;0.6760877498735984;0.6664336118207989
17;0.6329991650030328;-0.3165936633652332;0.6820146554087599;0.6679000507939753
18;0.6443715184989075;-0.3166241803589989;0.6806448835320771;0.6644678221029394
19;0.6771076674491633;-0.31661319557358236;0.6763027143509438;0.6645075900197103
