;loss_train;loss_val;metric_train;metric_val
0;0.010556956559891324;0.31608711796648364;0.7401733414122933;0.730618973573049
1;0.013100922447541562;0.31600167178640176;0.7289561456755588;0.7212400453932145
2;0.011303596785229865;0.31600213810509326;0.739090128948814;0.7214758756077465
3;0.012911658758458601;0.3159465637861514;0.7327898599599537;0.7166075295969552
4;0.011658034638546469;0.31592244202015446;0.7339301721045846;0.7181161824686855
5;0.010987296475385296;0.3159385352742438;0.7385109129704928;0.716687050520205
6;0.015321088583017091;0.315894436602499;0.725007942632625;0.7149135772065789
7;0.014423629329437833;0.31584732322131887;0.7265257160914572;0.7152379899486607
8;0.014802520672746455;0.31583503998962104;0.7214648378522772;0.7195956996258568
9;0.015726237183436655;0.3158170855512806;0.7239045814463967;0.7197697604549866
10;0.014149839183090488;0.31579745750801236;0.7297756891501578;0.71720423896377
11;0.013655785193128872;0.3157849405326095;0.7314791130392175;0.718008103981322
12;0.015872205307685218;0.3157630539407917;0.723809708890162;0.7173544016173657
13;0.01486120128154921;0.3157491122975069;0.7280181348323822;0.7158547051835293
14;0.014289769020629528;0.3157472563724892;0.7287926124899011;0.7176538483038837
15;0.012364520001978404;0.3157307651697421;0.7309535616322568;0.7191452613356066
16;0.012826586464352812;0.31571703798630657;0.7304887159874565;0.7174379521725225
17;0.01520886846896987;0.31571127036038565;0.724386173643564;0.7182736488095686
18;0.013972437207065699;0.31570396119473026;0.7302331202908566;0.7177128554778356
19;0.011712554703375969;0.31570426213975045;0.7327627225926048;0.7177797301727182
20;0.015323151061353846;0.31570009974872365;0.7262647779364335;0.7178404299067516
21;0.013802516862752447;0.3156968419458352;0.726808595814203;0.7183607076020802
22;0.014653350122456289;0.31569615707677956;0.7276680485198372;0.718240733641912
23;0.011585072366396245;0.3156945074305815;0.7360486733286005;0.7183194865344786
24;0.01408724083427529;0.31568996520603404;0.7256957096488852;0.7183521458623456
25;0.013384289013083887;0.3156842063455021;0.7319742237266741;0.7198001346091498
26;0.016227358652937143;0.31563644900041465;0.7218131768076044;0.7180891758602514
27;0.014993253848419716;0.3156658960323708;0.7255109266230935;0.7213210949961578
28;0.016893711525929188;0.31565846590434804;0.7195044614766773;0.7192871248093891
29;0.01302889264996164;0.3156326605993159;0.7338835440183941;0.7185046885016502
