;loss_train;loss_val;metric_train;metric_val
0;0.07334042164055925;0.04551785804477392;0.24443088579573669;0.31934429756274413
1;0.0350791840863071;0.026500731816186625;0.2709024735775433;0.31625637368700815
2;0.021216153167188168;0.016938845608748643;0.30598707653974233;0.08371325355484242
3;0.013804822179831956;0.01166021246828285;0.34160789633365074;0.37645020160604925
4;0.00967989293368239;0.007952034692553914;0.410761792580352;0.4913316933397094
5;0.007316442500603826;0.006525923908852479;0.4082440466276909;0.4538184614639784
6;0.005667719181234899;0.005012635283135608;0.46872519309583466;0.6133991706666683
7;0.004354618134369191;0.004096974678081917;0.5647333970195368;0.6342710712376762
8;0.0038533296043935573;0.0036207104704397567;0.5313973360645928;0.6543701220961178
9;0.0032709798604053887;0.003549342822082633;0.5507452127180601;0.3945094629409997
10;0.003066035888255819;0.0028203599721047224;0.5763110079263386;0.6704790370867533
11;0.0025524619452067113;0.0025742487347337837;0.5951051743406999;0.6301844076563915
12;0.0024448526673950255;0.002482850965130709;0.6056972377394375;0.5845907012037203
13;0.00218938977310532;0.002265126563097332;0.6125508844852448;0.545422157592268
14;0.0019727770030792606;0.0021121232854841533;0.6260984810559374;0.7036641626150859
15;0.0018943665613493834;0.0020202372917065433;0.6674422433501795;0.7006592603341001
16;0.0017839850625023246;0.0020813124742833713;0.6592061276498594;0.692347947393964
17;0.0017396934287573554;0.0020040972740389407;0.6511779200089606;0.6937794224085176
18;0.0017165927320571715;0.0017530055324017418;0.6455020351629508;0.6994003159742729
19;0.0015913567622192204;0.0018922175365207973;0.6842848125256991;0.7025100259365988
20;0.0016032873965358657;0.0016600626335917588;0.673585120784609;0.71400972873009
21;0.0015046356987257145;0.0016593927547207796;0.6816609431254236;0.7025042808998156
22;0.0014745300654076825;0.0016370413998397543;0.6867405242825809;0.7106038797646761
23;0.001469067901397418;0.001644896859230072;0.6906283066460961;0.7111132911534286
24;0.0014751763190265354;0.0016395019860390354;0.6941579713633186;0.7106405270797219
25;0.0021966979762318693;0.002009679186705719;0.556855922858966;0.6354595111573443
26;0.0019317940030688125;0.00199811289876736;0.5481863439475235;0.6041902075430342
27;0.0017026767860730424;0.002081486782259947;0.6042865859834772;0.6525792793790791
28;0.0018195479366879322;0.001866098007703127;0.5571427757018491;0.6837411259538403
29;0.0015726669547515676;0.0018416155465221142;0.6142340310310063;0.6695733297839943
30;0.0016279686288295412;0.0019611197349149734;0.5784823947439068;0.625249716256946
31;0.0016317313405268482;0.001788317351990069;0.5901163098843474;0.6820923347418726
32;0.0014567538379005303;0.0017454425288437336;0.6086554190045909;0.6841501731735965
33;0.001354929295638086;0.0015872902369272767;0.6215412852011228;0.6624877964164696
34;0.00164585333856705;0.0017931376539362485;0.59670421716414;0.6817432426044023
35;0.0014070820654619876;0.0016236186224976373;0.6036987334097687;0.6592082887449685
36;0.0013627948126093926;0.0016742906796828132;0.6292121582909634;0.5847156614649529
37;0.001412371380291389;0.0014916149015976664;0.602815719419404;0.6528710928362083
38;0.0013459630717989057;0.0015102332610837823;0.6159633094028226;0.6954405792787963
39;0.0012607773885400476;0.001510376511278617;0.6511267839293731;0.7019976376208896
40;0.0012471699737943709;0.0016968297160358406;0.6467070210921136;0.6915994422400699
41;0.001237103761492395;0.001571441271830825;0.6429867650333204;0.6156251742048007
42;0.0012146309776366443;0.001474218008761276;0.6464768577563135;0.7091414947427955
43;0.001153033888457637;0.0014288652141569364;0.662399032398274;0.7108395545579055
44;0.0011382845604155016;0.00144966058010765;0.6768827156016701;0.7185907905154368
45;0.0011909236223130535;0.0014945271786749729;0.6764442410908247;0.7059425611560252
46;0.0012044649522163365;0.0014290238762566564;0.6522805228045112;0.7113670183747423
47;0.0011345872771926224;0.0014064584102015942;0.6827151767517391;0.7148558657762467
48;0.001123299759408263;0.0014155968577445794;0.6791367750418814;0.7146440370410096
49;0.0011087102665394348;0.0014123600940722243;0.6757844204181119;0.7140155877260601
50;0.0016790764562565048;0.0032516152771445467;0.5732946478222546;0.4818426493881156
51;0.0017588674519701225;0.0018328754214213833;0.5738192073216564;0.6830754574706696
52;0.0015979359649415863;0.0017577357574219943;0.5930798708608276;0.6530648753430475
53;0.0015112192195374519;0.0015915904636951345;0.6104847498630223;0.6749483430940731
54;0.0014455894140011974;0.001751082907111256;0.6222915658359661;0.6774237320265349
55;0.0014246911343530212;0.001748068227921156;0.617310027935003;0.6595214145148501
56;0.0014216673321482774;0.001591007031760562;0.6171486522806319;0.5380013457627273
57;0.0013358114933668588;0.001561009619549355;0.6297102194083365;0.7036605610006589
58;0.0013413303118125584;0.0015413358695713767;0.6151096318897448;0.6672976113417569
59;0.0013621107500512153;0.0015243356202856875;0.6176415611254541;0.7112244943695545
